Date,Restaurant,Rating,Author,Review,Day,Bag_of_Words,Length_of_Review,Percent_Positive,Percent_Negative,Sentiment,Alcohol
2018-04-28,Petra Mediterranean Grill,4.0,Michael B,"My wife and I had dinner here while passing thru the Cave Spring area. It is a small place in a new building and an Indian grocery store is next door. The menu is not extensive but has the usual items for Middle Eastern cuisine. Two soups were offered, a lentil and another that we both ordered called Freekah. Neither of us had had it before and were curious. We also ordered the appetizer sampler to split and two Gyros. The soup came first and was piping hot, the way I like soup. I think this soup is an acquired taste. My wife really liked it; I wouldn't order it again. But the appetizer sampler! Wow, enough for 6 people! We decided to have that for dinner and had them pack our Gyros to take home, lunch the next day. Anyway, the baba ghanouj was delicious, as was the hummus, yogurt, falafel, etc. Even the tabbouleh was great, and I'm picky about that item, but this was very flavorful, and not overwhelmed with parsley taste. The pita was warm and soft and cut in small pieces, perfect. I would definitely return to this place. The framed photos decorating the restaurant depicted places in Jordon, and Petra is there, so I'm thinking the owner/cook could be Jordanian. They speak Arabic, so, pretty authentic food I think.",Saturday,"['my', 'wife', 'and', 'i', 'had', 'dinner', 'here', 'while', 'passing', 'thru', 'the', 'cave', 'spring', 'area', 'it', 'is', 'a', 'small', 'place', 'in', 'a', 'new', 'building', 'and', 'an', 'indian', 'grocery', 'store', 'is', 'next', 'door', 'the', 'menu', 'is', 'not', 'extensive', 'but', 'has', 'the', 'usual', 'items', 'for', 'middle', 'eastern', 'cuisine', 'two', 'soups', 'were', 'offered', 'a', 'lentil', 'and', 'another', 'that', 'we', 'both', 'ordered', 'called', 'freekah', 'neither', 'of', 'us', 'had', 'had', 'it', 'before', 'and', 'were', 'curious', 'we', 'also', 'ordered', 'the', 'appetizer', 'sampler', 'to', 'split', 'and', 'two', 'gyros', 'the', 'soup', 'came', 'first', 'and', 'was', 'piping', 'hot', 'the', 'way', 'i', 'like', 'soup', 'i', 'think', 'this', 'soup', 'is', 'an', 'acquired', 'taste', 'my', 'wife', 'really', 'liked', 'it', 'i', ""wouldn't"", 'order', 'it', 'again', 'but', 'the', 'appetizer', 'sampler', 'wow', 'enough', 'for', '6', 'people', 'we', 'decided', 'to', 'have', 'that', 'for', 'dinner', 'and', 'had', 'them', 'pack', 'our', 'gyros', 'to', 'take', 'home', 'lunch', 'the', 'next', 'day', 'anyway', 'the', 'baba', 'ghanouj', 'was', 'delicious', 'as', 'was', 'the', 'hummus', 'yogurt', 'falafel', 'etc', 'even', 'the', 'tabbouleh', 'was', 'great', 'and', ""i'm"", 'picky', 'about', 'that', 'item', 'but', 'this', 'was', 'very', 'flavorful', 'and', 'not', 'overwhelmed', 'with', 'parsley', 'taste', 'the', 'pita', 'was', 'warm', 'and', 'soft', 'and', 'cut', 'in', 'small', 'pieces', 'perfect', 'i', 'would', 'definitely', 'return', 'to', 'this', 'place', 'the', 'framed', 'photos', 'decorating', 'the', 'restaurant', 'depicted', 'places', 'in', 'jordon', 'and', 'petra', 'is', 'there', 'so', ""i'm"", 'thinking', 'the', 'owner/cook', 'could', 'be', 'jordanian', 'they', 'speak', 'arabic', 'so', 'pretty', 'authentic', 'food', 'i', 'think']",225,0.04888888888888889,0.008888888888888889,Positive,Yes
2018-04-08,Petra Mediterranean Grill,3.0,T9136ZEtonyp,"This has taken over the space previously occupied by Indika Caf on Brambleton. Pretty much the same setup without the pitchers of water on the tables. I was excited to try this place for the first time but leave with mixed feelings. First, my samosa were quite cold in the middle. Very disappointing. The gyro was ok. Not the best I have ever had. It was made like a wrap instead of the traditional pita. The meat was too uniformly sliced and shaped for me to believe it came off a rotisserie. It makes me question if they were even made on site or pre made and packaged elsewhere and simple heated up to serve. While it wasn't terrible, it definitely did not have the freshness or texture of a well made gyro. The girl at the counter insisted on pronouncing gyro as ""JyeRoh"" which was a small irritant. It was a little pricey for a place you order at a counter. $15.17 for the gyro combo with fried and bottled drink and the order of samosa. Perhaps their entrees like the kabobs are better? Still try it out and support local and make your own decision.",Sunday,"['this', 'has', 'taken', 'over', 'the', 'space', 'previously', 'occupied', 'by', 'indika', 'caf', 'on', 'brambleton', 'pretty', 'much', 'the', 'same', 'setup', 'without', 'the', 'pitchers', 'of', 'water', 'on', 'the', 'tables', 'i', 'was', 'excited', 'to', 'try', 'this', 'place', 'for', 'the', 'first', 'time', 'but', 'leave', 'with', 'mixed', 'feelings', 'first', 'my', 'samosa', 'were', 'quite', 'cold', 'in', 'the', 'middle', 'very', 'disappointing', 'the', 'gyro', 'was', 'ok', 'not', 'the', 'best', 'i', 'have', 'ever', 'had', 'it', 'was', 'made', 'like', 'a', 'wrap', 'instead', 'of', 'the', 'traditional', 'pita', 'the', 'meat', 'was', 'too', 'uniformly', 'sliced', 'and', 'shaped', 'for', 'me', 'to', 'believe', 'it', 'came', 'off', 'a', 'rotisserie', 'it', 'makes', 'me', 'question', 'if', 'they', 'were', 'even', 'made', 'on', 'site', 'or', 'pre', 'made', 'and', 'packaged', 'elsewhere', 'and', 'simple', 'heated', 'up', 'to', 'serve', 'while', 'it', ""wasn't"", 'terrible', 'it', 'definitely', 'did', 'not', 'have', 'the', 'freshness', 'or', 'texture', 'of', 'a', 'well', 'made', 'gyro', 'the', 'girl', 'at', 'the', 'counter', 'insisted', 'on', 'pronouncing', 'gyro', 'as', 'jyeroh', 'which', 'was', 'a', 'small', 'irritant', 'it', 'was', 'a', 'little', 'pricey', 'for', 'a', 'place', 'you', 'order', 'at', 'a', 'counter', '15.17', 'for', 'the', 'gyro', 'combo', 'with', 'fried', 'and', 'bottled', 'drink', 'and', 'the', 'order', 'of', 'samosa', 'perhaps', 'their', 'entrees', 'like', 'the', 'kabobs', 'are', 'better', 'still', 'try', 'it', 'out', 'and', 'support', 'local', 'and', 'make', 'your', 'own', 'decision']",197,0.04568527918781726,0.030456852791878174,Positive,Yes
2018-03-04,Petra Mediterranean Grill,5.0,helend0407,Fresh food. Tastes like it was made on the premises. Good service. Wonderful flavors. Did I say fresh and tasty?,Sunday,"['fresh', 'food', 'tastes', 'like', 'it', 'was', 'made', 'on', 'the', 'premises', 'good', 'service', 'wonderful', 'flavors', 'did', 'i', 'say', 'fresh', 'and', 'tasty']",20,0.2,0.0,Positive,No
2019-05-18,Rock&Roll Diner,5.0,ejm99,"Stopped around 6:30 pm. Half priced appetizers. Ordered corn fritters and two shrimp taco dinners, one grilled and one fried. Both were excellent. Appetizer hit the spot. Excellent service. Highly recommend!",Saturday,"['stopped', 'around', '6:30', 'pm', 'half', 'priced', 'appetizers', 'ordered', 'corn', 'fritters', 'and', 'two', 'shrimp', 'taco', 'dinners', 'one', 'grilled', 'and', 'one', 'fried', 'both', 'were', 'excellent', 'appetizer', 'hit', 'the', 'spot', 'excellent', 'service', 'highly', 'recommend']",31,0.06451612903225806,0.03225806451612903,Positive,Yes
2019-05-08,Rock&Roll Diner,5.0,rocnative,"I love this place. Small, local and great food. My husband says it's the best burger in Roanoke. I love the quesadilla. We go here a few times a month.",Wednesday,"['i', 'love', 'this', 'place', 'small', 'local', 'and', 'great', 'food', 'my', 'husband', 'says', ""it's"", 'the', 'best', 'burger', 'in', 'roanoke', 'i', 'love', 'the', 'quesadilla', 'we', 'go', 'here', 'a', 'few', 'times', 'a', 'month']",30,0.1,0.0,Positive,No
2019-02-26,Rock&Roll Diner,4.0,spencerinthehat,Excellent food. Huge portions. Cooked to order. Had the grilled chicken salad/bacon/tomato sandwich w crinkle cut fries. Partner had The Authentic Cheesesteak (made w rib-eye) and fries. Sandwich was butter-grilled to perfection..and they use a good quality thicker bread. Chicken salad was tasty. Bacon just-right-crisp. Cheesesteak was best my friend has had around here. They make their own cheese-sauce. The meat was tender and tasty. Served on a good hoagie-type roll. Crinkle cut fries were greatcooked in good oil. Nice and hot. Cute place inside. Very clean. Not cluttered. Bar or tables to sit at. Staff was great and just-right attentive. The cook spoke with us and was genuinely a caring person.Coke and Pepsi products (bottled or canned). Beer on tap. May have wine-not sure. TV in dining area and several in bar area. This place has dine-in specials Tues-Saturday. Check their website. We had left-overs to take home. Give this place a try. Their menu and specials are on their website.Live music some weekend nights. Check their website or Facebook page.,Tuesday,"['excellent', 'food', 'huge', 'portions', 'cooked', 'to', 'order', 'had', 'the', 'grilled', 'chicken', 'salad/bacon/tomato', 'sandwich', 'w', 'crinkle', 'cut', 'fries', 'partner', 'had', 'the', 'authentic', 'cheesesteak', 'made', 'w', 'rib-eye', 'and', 'fries', 'sandwich', 'was', 'butter-grilled', 'to', 'perfection..and', 'they', 'use', 'a', 'good', 'quality', 'thicker', 'bread', 'chicken', 'salad', 'was', 'tasty', 'bacon', 'just-right-crisp', 'cheesesteak', 'was', 'best', 'my', 'friend', 'has', 'had', 'around', 'here', 'they', 'make', 'their', 'own', 'cheese-sauce', 'the', 'meat', 'was', 'tender', 'and', 'tasty', 'served', 'on', 'a', 'good', 'hoagie-type', 'roll', 'crinkle', 'cut', 'fries', 'were', 'greatcooked', 'in', 'good', 'oil', 'nice', 'and', 'hot', 'cute', 'place', 'inside', 'very', 'clean', 'not', 'cluttered', 'bar', 'or', 'tables', 'to', 'sit', 'at', 'staff', 'was', 'great', 'and', 'just-right', 'attentive', 'the', 'cook', 'spoke', 'with', 'us', 'and', 'was', 'genuinely', 'a', 'caring', 'person.coke', 'and', 'pepsi', 'products', 'bottled', 'or', 'canned', 'beer', 'on', 'tap', 'may', 'have', 'wine-not', 'sure', 'tv', 'in', 'dining', 'area', 'and', 'several', 'in', 'bar', 'area', 'this', 'place', 'has', 'dine-in', 'specials', 'tues-saturday', 'check', 'their', 'website', 'we', 'had', 'left-overs', 'to', 'take', 'home', 'give', 'this', 'place', 'a', 'try', 'their', 'menu', 'and', 'specials', 'are', 'on', 'their', 'website.live', 'music', 'some', 'weekend', 'nights', 'check', 'their', 'website', 'or', 'facebook', 'page']",172,0.08139534883720931,0.0,Positive,No
2018-11-11,Rock&Roll Diner,5.0,677dan,"We stopped in on a Saturday night, and while they were not packed they had a steady flow of customers. Having never experience this hybrid dining setup, with server taking our orders and taking it to a food truck parked outside, it worked out quite well. The food was good or better, and hot. They have a nice selection of beverages inside. We left the place feeling like it will be a good place to return to later.",Sunday,"['we', 'stopped', 'in', 'on', 'a', 'saturday', 'night', 'and', 'while', 'they', 'were', 'not', 'packed', 'they', 'had', 'a', 'steady', 'flow', 'of', 'customers', 'having', 'never', 'experience', 'this', 'hybrid', 'dining', 'setup', 'with', 'server', 'taking', 'our', 'orders', 'and', 'taking', 'it', 'to', 'a', 'food', 'truck', 'parked', 'outside', 'it', 'worked', 'out', 'quite', 'well', 'the', 'food', 'was', 'good', 'or', 'better', 'and', 'hot', 'they', 'have', 'a', 'nice', 'selection', 'of', 'beverages', 'inside', 'we', 'left', 'the', 'place', 'feeling', 'like', 'it', 'will', 'be', 'a', 'good', 'place', 'to', 'return', 'to', 'later']",78,0.10256410256410256,0.0,Positive,No
2018-10-07,Rock&Roll Diner,4.0,ejm99,"Stopped in for their excellent fish tacos. Beer and soda to drink. Convenient on weekends because, although excellent, its not busy. Ambiance has gotten better with improvements to the decor. Service is very good. Prices reasonable. Recommend!",Sunday,"['stopped', 'in', 'for', 'their', 'excellent', 'fish', 'tacos', 'beer', 'and', 'soda', 'to', 'drink', 'convenient', 'on', 'weekends', 'because', 'although', 'excellent', 'its', 'not', 'busy', 'ambiance', 'has', 'gotten', 'better', 'with', 'improvements', 'to', 'the', 'decor', 'service', 'is', 'very', 'good', 'prices', 'reasonable', 'recommend']",37,0.16216216216216217,0.02702702702702703,Positive,Yes
2018-07-02,Rock&Roll Diner,5.0,ejm99,Stopped in around 6 pm. Welcomed and beverage order taken. Ordered Key West Fish Tacos and Chicken Tacos. Option for a two or three taco dinner. We went with the two for our dinners. Excellent taste. Served with chips. Highly recommend.,Monday,"['stopped', 'in', 'around', '6', 'pm', 'welcomed', 'and', 'beverage', 'order', 'taken', 'ordered', 'key', 'west', 'fish', 'tacos', 'and', 'chicken', 'tacos', 'option', 'for', 'a', 'two', 'or', 'three', 'taco', 'dinner', 'we', 'went', 'with', 'the', 'two', 'for', 'our', 'dinners', 'excellent', 'taste', 'served', 'with', 'chips', 'highly', 'recommend']",41,0.04878048780487805,0.0,Positive,No
2018-06-30,Rock&Roll Diner,5.0,French62164,"Its the second time Ive been to the Rock&Roll Dinner, it has a great atmosphere (if you enjoy rock music). Love the outside area and the food has been spot on. The Philly Steak is the best Ive ever had. The food is cooked in a food truck. Its not out of the way to find but it is unassuming. Ill be back",Saturday,"['its', 'the', 'second', 'time', 'ive', 'been', 'to', 'the', 'rock&roll', 'dinner', 'it', 'has', 'a', 'great', 'atmosphere', 'if', 'you', 'enjoy', 'rock', 'music', 'love', 'the', 'outside', 'area', 'and', 'the', 'food', 'has', 'been', 'spot', 'on', 'the', 'philly', 'steak', 'is', 'the', 'best', 'ive', 'ever', 'had', 'the', 'food', 'is', 'cooked', 'in', 'a', 'food', 'truck', 'its', 'not', 'out', 'of', 'the', 'way', 'to', 'find', 'but', 'it', 'is', 'unassuming', 'ill', 'be', 'back']",63,0.031746031746031744,0.031746031746031744,Neutral,Yes
2018-05-10,Rock&Roll Diner,5.0,ejm99,Stopped in around 6 pm. Welcomed and beverage order taken. Ordered Key West Fish Tacos. Option for a two or three taco dinner. We went with the two for our dinners. Excellent taste. Served with chips. Highly recommend.,Thursday,"['stopped', 'in', 'around', '6', 'pm', 'welcomed', 'and', 'beverage', 'order', 'taken', 'ordered', 'key', 'west', 'fish', 'tacos', 'option', 'for', 'a', 'two', 'or', 'three', 'taco', 'dinner', 'we', 'went', 'with', 'the', 'two', 'for', 'our', 'dinners', 'excellent', 'taste', 'served', 'with', 'chips', 'highly', 'recommend']",38,0.05263157894736842,0.0,Positive,No
2018-03-30,Rock&Roll Diner,4.0,ejm99,"6:30 pm arrival. Seated promptly. Ordered shrimp tacos, two taco version, and beer and Diet Coke. They were delicious!! Nice menu. Somewhat plain dining room. Nice service. Ample parking.Highly recommend!!",Friday,"['6:30', 'pm', 'arrival', 'seated', 'promptly', 'ordered', 'shrimp', 'tacos', 'two', 'taco', 'version', 'and', 'beer', 'and', 'diet', 'coke', 'they', 'were', 'delicious', 'nice', 'menu', 'somewhat', 'plain', 'dining', 'room', 'nice', 'service', 'ample', 'parking.highly', 'recommend']",30,0.2,0.0,Positive,No
2018-02-28,Rock&Roll Diner,4.0,830june,"We ate dinner here last night. We both had sandwiches which came with a side. Both were very good! Their kitchen is behind the building in their food truck. The building used to be a copy center and has no kitchen. The owner or manager was also our waiter, and he was very friendly and gave good suggestions as this was our first time there. I would go back and try something else! The drinks we ordered did not come with straws and our to go box was cardboard--both trying to help the environment.",Wednesday,"['we', 'ate', 'dinner', 'here', 'last', 'night', 'we', 'both', 'had', 'sandwiches', 'which', 'came', 'with', 'a', 'side', 'both', 'were', 'very', 'good', 'their', 'kitchen', 'is', 'behind', 'the', 'building', 'in', 'their', 'food', 'truck', 'the', 'building', 'used', 'to', 'be', 'a', 'copy', 'center', 'and', 'has', 'no', 'kitchen', 'the', 'owner', 'or', 'manager', 'was', 'also', 'our', 'waiter', 'and', 'he', 'was', 'very', 'friendly', 'and', 'gave', 'good', 'suggestions', 'as', 'this', 'was', 'our', 'first', 'time', 'there', 'i', 'would', 'go', 'back', 'and', 'try', 'something', 'else', 'the', 'drinks', 'we', 'ordered', 'did', 'not', 'come', 'with', 'straws', 'and', 'our', 'to', 'go', 'box', 'was', 'cardboard--both', 'trying', 'to', 'help', 'the', 'environment']",94,0.05319148936170213,0.010638297872340425,Positive,Yes
2019-10-17,The Great 611 Steak Company,3.0,cgandgg1989,"We have been to this restaurant multiple times and never had a bad experience until now. Not sure what was going on last night, but I was extremely disappointed in my meal. I had sirloin tips, ordered medium rare. They barely had any pink left in them. I had mushrooms as my side. I have had mushrooms as my side many times, but this time they were horrible. They were incredibly salty. My husband had a baked potato as his side and said it was still hard in the middle. Place was packed, but service was still great like always. Salad bar remained fully stocked. I hope this was a one time issue with the kitchen and doesn't become the norm.",Thursday,"['we', 'have', 'been', 'to', 'this', 'restaurant', 'multiple', 'times', 'and', 'never', 'had', 'a', 'bad', 'experience', 'until', 'now', 'not', 'sure', 'what', 'was', 'going', 'on', 'last', 'night', 'but', 'i', 'was', 'extremely', 'disappointed', 'in', 'my', 'meal', 'i', 'had', 'sirloin', 'tips', 'ordered', 'medium', 'rare', 'they', 'barely', 'had', 'any', 'pink', 'left', 'in', 'them', 'i', 'had', 'mushrooms', 'as', 'my', 'side', 'i', 'have', 'had', 'mushrooms', 'as', 'my', 'side', 'many', 'times', 'but', 'this', 'time', 'they', 'were', 'horrible', 'they', 'were', 'incredibly', 'salty', 'my', 'husband', 'had', 'a', 'baked', 'potato', 'as', 'his', 'side', 'and', 'said', 'it', 'was', 'still', 'hard', 'in', 'the', 'middle', 'place', 'was', 'packed', 'but', 'service', 'was', 'still', 'great', 'like', 'always', 'salad', 'bar', 'remained', 'fully', 'stocked', 'i', 'hope', 'this', 'was', 'a', 'one', 'time', 'issue', 'with', 'the', 'kitchen', 'and', ""doesn't"", 'become', 'the', 'norm']",121,0.03305785123966942,0.04132231404958678,Negative,Yes
2019-10-05,The Great 611 Steak Company,5.0,jperini79,"We enjoyed a wonderful visit to the Great 611 Steak Factory. Our filet and ribeye steaks were juicy and tender. The salad, potato, and dessert bars were all delicious. The variety and fresh foods on the buffet were wonderful. Our server was very helpful and courteous. She kept our drinks full and checked up on us a number of times. This restaurant was a great find and we shall be visiting it often. Don't hesitate to try it and be sure to take your appetite with you.",Saturday,"['we', 'enjoyed', 'a', 'wonderful', 'visit', 'to', 'the', 'great', '611', 'steak', 'factory', 'our', 'filet', 'and', 'ribeye', 'steaks', 'were', 'juicy', 'and', 'tender', 'the', 'salad', 'potato', 'and', 'dessert', 'bars', 'were', 'all', 'delicious', 'the', 'variety', 'and', 'fresh', 'foods', 'on', 'the', 'buffet', 'were', 'wonderful', 'our', 'server', 'was', 'very', 'helpful', 'and', 'courteous', 'she', 'kept', 'our', 'drinks', 'full', 'and', 'checked', 'up', 'on', 'us', 'a', 'number', 'of', 'times', 'this', 'restaurant', 'was', 'a', 'great', 'find', 'and', 'we', 'shall', 'be', 'visiting', 'it', 'often', ""don't"", 'hesitate', 'to', 'try', 'it', 'and', 'be', 'sure', 'to', 'take', 'your', 'appetite', 'with', 'you']",87,0.11494252873563218,0.0,Positive,No
2019-09-21,The Great 611 Steak Company,5.0,SKTFLT,"One of,our favorite eateries. Food always delicious and staff delightful. So grateful for an establishment like this to visit with family and friends.GREAT MANAGEMENT!!",Saturday,"['one', 'of,our', 'favorite', 'eateries', 'food', 'always', 'delicious', 'and', 'staff', 'delightful', 'so', 'grateful', 'for', 'an', 'establishment', 'like', 'this', 'to', 'visit', 'with', 'family', 'and', 'friends.great', 'management']",24,0.16666666666666666,0.0,Positive,No
2019-09-15,The Great 611 Steak Company,5.0,Catherine C,"Despite the fact there were folks waiting, the large parking jammed, we took a chance and signed in. The super friendly woman who took our reservation asked if I had a cell phone so they could text me when our table was ready. She thought it might be 20 minutes or less. It was only ten! Our terrific server (Dana K, thank you!!!) was so busy but made sure to take our order and serve our delicious meals and ice cold beers really promptly. My petite sirloin was perfectly cooked, baked potato, piping hot. And their yeast rolls, scrumptious! Would definitely return!",Sunday,"['despite', 'the', 'fact', 'there', 'were', 'folks', 'waiting', 'the', 'large', 'parking', 'jammed', 'we', 'took', 'a', 'chance', 'and', 'signed', 'in', 'the', 'super', 'friendly', 'woman', 'who', 'took', 'our', 'reservation', 'asked', 'if', 'i', 'had', 'a', 'cell', 'phone', 'so', 'they', 'could', 'text', 'me', 'when', 'our', 'table', 'was', 'ready', 'she', 'thought', 'it', 'might', 'be', '20', 'minutes', 'or', 'less', 'it', 'was', 'only', 'ten', 'our', 'terrific', 'server', 'dana', 'k', 'thank', 'you', 'was', 'so', 'busy', 'but', 'made', 'sure', 'to', 'take', 'our', 'order', 'and', 'serve', 'our', 'delicious', 'meals', 'and', 'ice', 'cold', 'beers', 'really', 'promptly', 'my', 'petite', 'sirloin', 'was', 'perfectly', 'cooked', 'baked', 'potato', 'piping', 'hot', 'and', 'their', 'yeast', 'rolls', 'scrumptious', 'would', 'definitely', 'return']",102,0.10784313725490197,0.0392156862745098,Positive,Yes
2019-08-12,The Great 611 Steak Company,5.0,086kevina,Had one of the best dinners ever!!! I had the 16oz thick cut sirloin. It had the best flavor and was fantastic!. I have gone to many top chain restaurants over the years and this steak ranks toward the top. Friendly staff. Probably could use a few more waiters but overall a great meal at a good price. Will stop by here every time I'm in town!,Monday,"['had', 'one', 'of', 'the', 'best', 'dinners', 'ever', 'i', 'had', 'the', '16oz', 'thick', 'cut', 'sirloin', 'it', 'had', 'the', 'best', 'flavor', 'and', 'was', 'fantastic', 'i', 'have', 'gone', 'to', 'many', 'top', 'chain', 'restaurants', 'over', 'the', 'years', 'and', 'this', 'steak', 'ranks', 'toward', 'the', 'top', 'friendly', 'staff', 'probably', 'could', 'use', 'a', 'few', 'more', 'waiters', 'but', 'overall', 'a', 'great', 'meal', 'at', 'a', 'good', 'price', 'will', 'stop', 'by', 'here', 'every', 'time', ""i'm"", 'in', 'town']",67,0.1044776119402985,0.0,Positive,No
2019-07-23,The Great 611 Steak Company,1.0,CharlieLikesToTravel,"Either these reviewers know nothing of a good meal or we just came on a very bad night! Know your menu... first thing in the restaurant business. Second, dont use instant crap because people with a half decent pallet will know. My daughter orders wings and expressly says make them extra crispy. They were breaded and soggy with an excuse that you cant make breaded wings crispy. Well, tell us theyre breaded because the menu doesnt say that. I order an 8oz fillet mignon powder keg. My wife wants the same but not with the seasoning of a powder keg. The waitress tells her shell get the same without the seasoning. She was served a cheaply cut thin sirloin filet. Definitely not what the waitress described. Again, know your menu. My powder keg steak came out beautiful and the one bite I did get was awesome. But since its our daughters birthday and her wings were crap I gave her my steak and waited on a replacement that never came. A steak that literally takes 5 minutes to cook never came within twenty five minutes before I said screw it. Let me not forget to mention the side of mushrooms. I told the waitress when I ordered to please get me a side of sautd mushrooms. My steak arrived with some kind of mushroom gravy that you would poke over your dogs food. I originally wanted mashed potatoes but the waitress did warn me they were instant so I went with the baked. They bring you a baked potato that you are required to then take to a potato bar across the restaurant to dress. I guess they cant be bothered to bring you a loaded bake potato like every steakhouse in the country does. By time you get back your damned dinner is cold. Great thinking there...The potato bar: made up of fake bacon bits, and some hard as rock sour cream you have to use the cutting knife to dip from the huge container on the bar. I also told them it was our daughters birthday. They brought the crappy frozen piece of cake out before our dinner was even served so the choice was stare are the cake and wait until after dinner or ruin dinner by eating it. It wasnt edible anyway so the choice was easy. So, to recap: waitress didnt know her menu, lots of instant and fake crap, cant be bothered to bring you your dinner, make you go get your own accoutrements for your baked potato that are fake and ruin the taste, argue with you about not taking the cold mushrooms off the check... I mean, I could go on but you get the idea. Weve eaten all over the world including Africa and had better food and service. This place is crap!",Tuesday,"['either', 'these', 'reviewers', 'know', 'nothing', 'of', 'a', 'good', 'meal', 'or', 'we', 'just', 'came', 'on', 'a', 'very', 'bad', 'night', 'know', 'your', 'menu', 'first', 'thing', 'in', 'the', 'restaurant', 'business', 'second', 'dont', 'use', 'instant', 'crap', 'because', 'people', 'with', 'a', 'half', 'decent', 'pallet', 'will', 'know', 'my', 'daughter', 'orders', 'wings', 'and', 'expressly', 'says', 'make', 'them', 'extra', 'crispy', 'they', 'were', 'breaded', 'and', 'soggy', 'with', 'an', 'excuse', 'that', 'you', 'cant', 'make', 'breaded', 'wings', 'crispy', 'well', 'tell', 'us', 'theyre', 'breaded', 'because', 'the', 'menu', 'doesnt', 'say', 'that', 'i', 'order', 'an', '8oz', 'fillet', 'mignon', 'powder', 'keg', 'my', 'wife', 'wants', 'the', 'same', 'but', 'not', 'with', 'the', 'seasoning', 'of', 'a', 'powder', 'keg', 'the', 'waitress', 'tells', 'her', 'shell', 'get', 'the', 'same', 'without', 'the', 'seasoning', 'she', 'was', 'served', 'a', 'cheaply', 'cut', 'thin', 'sirloin', 'filet', 'definitely', 'not', 'what', 'the', 'waitress', 'described', 'again', 'know', 'your', 'menu', 'my', 'powder', 'keg', 'steak', 'came', 'out', 'beautiful', 'and', 'the', 'one', 'bite', 'i', 'did', 'get', 'was', 'awesome', 'but', 'since', 'its', 'our', 'daughters', 'birthday', 'and', 'her', 'wings', 'were', 'crap', 'i', 'gave', 'her', 'my', 'steak', 'and', 'waited', 'on', 'a', 'replacement', 'that', 'never', 'came', 'a', 'steak', 'that', 'literally', 'takes', '5', 'minutes', 'to', 'cook', 'never', 'came', 'within', 'twenty', 'five', 'minutes', 'before', 'i', 'said', 'screw', 'it', 'let', 'me', 'not', 'forget', 'to', 'mention', 'the', 'side', 'of', 'mushrooms', 'i', 'told', 'the', 'waitress', 'when', 'i', 'ordered', 'to', 'please', 'get', 'me', 'a', 'side', 'of', 'sautd', 'mushrooms', 'my', 'steak', 'arrived', 'with', 'some', 'kind', 'of', 'mushroom', 'gravy', 'that', 'you', 'would', 'poke', 'over', 'your', 'dogs', 'food', 'i', 'originally', 'wanted', 'mashed', 'potatoes', 'but', 'the', 'waitress', 'did', 'warn', 'me', 'they', 'were', 'instant', 'so', 'i', 'went', 'with', 'the', 'baked', 'they', 'bring', 'you', 'a', 'baked', 'potato', 'that', 'you', 'are', 'required', 'to', 'then', 'take', 'to', 'a', 'potato', 'bar', 'across', 'the', 'restaurant', 'to', 'dress', 'i', 'guess', 'they', 'cant', 'be', 'bothered', 'to', 'bring', 'you', 'a', 'loaded', 'bake', 'potato', 'like', 'every', 'steakhouse', 'in', 'the', 'country', 'does', 'by', 'time', 'you', 'get', 'back', 'your', 'damned', 'dinner', 'is', 'cold', 'great', 'thinking', 'there...the', 'potato', 'bar', 'made', 'up', 'of', 'fake', 'bacon', 'bits', 'and', 'some', 'hard', 'as', 'rock', 'sour', 'cream', 'you', 'have', 'to', 'use', 'the', 'cutting', 'knife', 'to', 'dip', 'from', 'the', 'huge', 'container', 'on', 'the', 'bar', 'i', 'also', 'told', 'them', 'it', 'was', 'our', 'daughters', 'birthday', 'they', 'brought', 'the', 'crappy', 'frozen', 'piece', 'of', 'cake', 'out', 'before', 'our', 'dinner', 'was', 'even', 'served', 'so', 'the', 'choice', 'was', 'stare', 'are', 'the', 'cake', 'and', 'wait', 'until', 'after', 'dinner', 'or', 'ruin', 'dinner', 'by', 'eating', 'it', 'it', 'wasnt', 'edible', 'anyway', 'so', 'the', 'choice', 'was', 'easy', 'so', 'to', 'recap', 'waitress', 'didnt', 'know', 'her', 'menu', 'lots', 'of', 'instant', 'and', 'fake', 'crap', 'cant', 'be', 'bothered', 'to', 'bring', 'you', 'your', 'dinner', 'make', 'you', 'go', 'get', 'your', 'own', 'accoutrements', 'for', 'your', 'baked', 'potato', 'that', 'are', 'fake', 'and', 'ruin', 'the', 'taste', 'argue', 'with', 'you', 'about', 'not', 'taking', 'the', 'cold', 'mushrooms', 'off', 'the', 'check', 'i', 'mean', 'i', 'could', 'go', 'on', 'but', 'you', 'get', 'the', 'idea', 'weve', 'eaten', 'all', 'over', 'the', 'world', 'including', 'africa', 'and', 'had', 'better', 'food', 'and', 'service', 'this', 'place', 'is', 'crap']",472,0.02754237288135593,0.029661016949152543,Negative,Yes
2019-06-30,The Great 611 Steak Company,4.0,Guy K,Right next to a hotel. We stopped here on a motorcycle trip. Service was very friendly and efficient. Steaks were cooked perfectly medium rare. Will definitely stop in again.,Sunday,"['right', 'next', 'to', 'a', 'hotel', 'we', 'stopped', 'here', 'on', 'a', 'motorcycle', 'trip', 'service', 'was', 'very', 'friendly', 'and', 'efficient', 'steaks', 'were', 'cooked', 'perfectly', 'medium', 'rare', 'will', 'definitely', 'stop', 'in', 'again']",29,0.1724137931034483,0.0,Positive,No
